source_id,source_type,video_id,parent_id,is_reply,author,text,like_count,public,clean_text,entities,sentiment_score,sentiment,keywords,chunk_index,start_time,noun_phrases
UgwApzI_mU3qmqtezpd4AaABAg,comment,Y8yTY_7w3KA,,False,@Brandon-ob9rg,I still prefer the simplicity of a tesla.,0.0,True,I still prefer the simplicity of a tesla.,[],0.0,Neutral,"['simplicity', 'prefer', 'tesla']",,,
UgwSFcMO3zcHU_EhCAZ4AaABAg,comment,Y8yTY_7w3KA,,False,@BigEightiesNewWave,When will be in USA?,0.0,True,When will be in USA?,['USA'],0.0,Neutral,[],,,
Ugzlr1iFAWOO7g-FG-R4AaABAg,comment,Y8yTY_7w3KA,,False,@jameschan2171,great fire car....BBQ for the whole family...,0.0,True,great fire car....BBQ for the whole family...,['BBQ'],0.4019,Positive,"['great car', 'great', 'car']",,,
Ugzlr1iFAWOO7g-FG-R4AaABAg.9xqf99vkDPX9xwD78cEigQ,comment,Y8yTY_7w3KA,Ugzlr1iFAWOO7g-FG-R4AaABAg,True,@lifeliver9000,Burn less than petrols diesels and hybrids so if burning or exploding is your fear by a EV much safer. Research the facts online not the petroleum company spin,1.0,True,Burn less than petrols diesels and hybrids so if burning or exploding is your fear by a EV much safer. Research the facts online not the petroleum company spin,[],-0.1027,Negative,"['research', 'company', 'ev']",,,
UgxIJHl51YL0Pg53tDp4AaABAg,comment,Y8yTY_7w3KA,,False,@Uni12355,"But the level 2 autopilot is sucks , No summon parking , no auto steer city driving .",0.0,True,"But the level 2 autopilot is sucks , No summon parking , no auto steer city driving .",[],-0.8338,Negative,"['parking', 'level', 'city', 'auto', 'driving']",,,
Ugz6LLv573yD5H_1fxt4AaABAg,comment,Y8yTY_7w3KA,,False,@autogefuehl,"Note that contrary to the first info and contrary to how they sold the vehicle to customers, the BYD Seal does come with animal skin leather. Customers bought the vehicle expecting animal free leatherette while BYD did not offer consistent information.",2.0,True,"Note that contrary to the first info and contrary to how they sold the vehicle to customers, the BYD Seal does come with animal skin leather. Customers bought the vehicle expecting animal free leatherette while BYD did not offer consistent information.",['BYD'],0.5106,Positive,"['contrary', 'animal', 'customers', 'vehicle', 'byd']",,,
Ugz6LLv573yD5H_1fxt4AaABAg.9xq4WQfMFdRAIp3zkmy68d,comment,Y8yTY_7w3KA,Ugz6LLv573yD5H_1fxt4AaABAg,True,@meelanche,"this means that the leather in Seal is real, ie. isn't a vegan or a PU one?",0.0,True,"this means that the leather in Seal is real, ie. isn't a vegan or a PU one?",['Seal'],-0.4278,Negative,"['vegan', 'real', 'leather', 'seal']",,,
Ugwh_3gugWFGsGZlc5F4AaABAg,comment,Y8yTY_7w3KA,,False,@Kloppin4H0rses,"I don't understand why electric cars are required to have chimes for pedestrians. My current ICE Kia is so quiet that you literally cannot hear it running while standing right next to it.  

Modern cars are remarkably quiet. Electric or not.",0.0,True,I don't understand why electric cars are required to have chimes for pedestrians. My current ICE Kia is so quiet that you literally cannot hear it running while standing right next to it. Modern cars are remarkably quiet. Electric or not.,['Kia'],-0.6369,Negative,"['cars', 'understand', 'ice', 'kia', 'don']",,,
UgwUIaM6YDghNBiO4Ul4AaABAg,comment,Y8yTY_7w3KA,,False,@Liquid_Cooled,Built and designed in China. Buyer beware.,0.0,True,Built and designed in China. Buyer beware.,['China'],0.0,Neutral,['china'],,,
UgyJ16UGYz1Rh55FLsh4AaABAg,comment,Y8yTY_7w3KA,,False,@jianwen5760321,Byd overseas prices are close to doubling their Chinese prices. So to me the subsidy/dumping argument is pure BS to cover up protectionism.,0.0,True,Byd overseas prices are close to doubling their Chinese prices. So to me the subsidy/dumping argument is pure BS to cover up protectionism.,['Chinese'],-0.3612,Negative,"['prices', 'chinese', 'byd']",,,
UgzgSvsFrxx1iiabY_94AaABAg,comment,Y8yTY_7w3KA,,False,@rgkgamedogs5345,Teslas are so ugly,1.0,True,Teslas are so ugly,['Teslas'],-0.6418,Negative,['ugly'],,,
Ugwj4EmlCST0V0Y0X794AaABAg,comment,Y8yTY_7w3KA,,False,@leegoodman7760,"Here is the fact. BYD makes around $700（650 EURO) profit on each car sold while tesla makes average $10000(9000 EURO) on there cars.  Do a simple calculation, then there is no brainer to choose which one to go for even if they are same priced.",0.0,True,"Here is the fact. BYD makes around $700（650 EURO) profit on each car sold while tesla makes average $10000(9000 EURO) on there cars. Do a simple calculation, then there is no brainer to choose which one to go for even if they are same priced.",['BYD'],0.1779,Positive,"['fact', 'sold', 'cars', 'car', 'byd']",,,
UgzTBJ8TGaKcHGvFF4h4AaABAg,comment,Y8yTY_7w3KA,,False,@doctorstheory,Much better looking than Tesla !,0.0,True,Much better looking than Tesla !,['Tesla'],0.4926,Positive,"['better looking', 'looking tesla', 'looking', 'better', 'tesla']",,,
UgxZvs3pbc0nSAlN18x4AaABAg,comment,Y8yTY_7w3KA,,False,@paulbentley7815,Are there any videos of ‘roll over’ test? I am not convinced that the glass roof without a central bar would be safe. Lower selling price must equate to lower quality somewhere even though the car is massively subsidized by the Chinese government,0.0,True,Are there any videos of ‘roll over’ test? I am not convinced that the glass roof without a central bar would be safe. Lower selling price must equate to lower quality somewhere even though the car is massively subsidized by the Chinese government,['Chinese'],-0.4133,Negative,"['lower', 'test', 'price', 'chinese government', 'government']",,,
Ugw_m-yWgIfobX8-cMt4AaABAg,comment,Y8yTY_7w3KA,,False,@jackhastings9800,LOL. Luv the ice cream truck sound!  The microfiber insert looks like two layers of foam. Vegan interior = plastic. Seen many BYD cars on fire in China. I would wait 5 to 10 years before I would  buy one. Not very Fahrvergnugen.,0.0,True,LOL. Luv the ice cream truck sound! The microfiber insert looks like two layers of foam. Vegan interior = plastic. Seen many BYD cars on fire in China. I would wait 5 to 10 years before I would buy one. Not very Fahrvergnugen.,"['BYD', 'China', 'Fahrvergnugen']",0.6027,Positive,"['lol', 'ice cream', 'cream', 'vegan', 'plastic']",,,
Ugwcu0b9ZjyBkB0Hw554AaABAg,comment,Y8yTY_7w3KA,,False,@pagophilus,ACC in 5km/h increments - perfect. Just like my Subaru. Doesn't need fixing according to me.,0.0,True,ACC in 5km/h increments - perfect. Just like my Subaru. Doesn't need fixing according to me.,"['ACC', 'km/h', 'Subaru']",0.7351,Positive,"['need', 'doesn', 'just', 'like']",,,
UgycalzoAowPs2gowax4AaABAg,comment,Y8yTY_7w3KA,,False,@fxrisxmxli,Can't wait for EV cars to use solid state batteries.,0.0,True,Can't wait for EV cars to use solid state batteries.,[],0.1531,Positive,"['use', 'ev', 'cars']",,,
Ugzvoho6NgEd97Xba_p4AaABAg,comment,Y8yTY_7w3KA,,False,@stormbroke,Where did you perform the test (in which city). I love Germany!,0.0,True,Where did you perform the test (in which city). I love Germany!,['Germany'],0.6696,Positive,"['germany', 'city', 'test', 'love', 'did']",,,
Ugzvoho6NgEd97Xba_p4AaABAg.9xXZjL7C_zD9x_DPLMig9v,comment,Y8yTY_7w3KA,Ugzvoho6NgEd97Xba_p4AaABAg,True,@stormbroke,@autogefuehl oh cool. I used to live in Forsbach (just on the outskirts of the Konigsforst. We’ll be back in Koln for the Xmas markets in a few weeks. My favourite place in Germany although I also really like Freiburg.,0.0,True,oh cool. I used to live in Forsbach (just on the outskirts of the Konigsforst. We’ll be back in Koln for the Xmas markets in a few weeks. My favourite place in Germany although I also really like Freiburg.,"['Forsbach', 'Konigsforst', 'Koln', 'Xmas', 'Germany', 'Freiburg']",0.624,Positive,"['live', 'markets', 'used', 'germany', 'really']",,,
UgxDmlihsrdF9Ivxf-N4AaABAg,comment,Y8yTY_7w3KA,,False,@CalmLikeABomb76,"I would love if revievers of e-cars would have a bit of focus on the software in the cars. Like for example: If i want to do a long drive, like a vacation in my car as us europeans tend to do al lot, how is it to plan charging stations with the software? Does it do it by itself, or is it gonna be a lot of planning for the driver? And how well is the car at estimating its state of charge - the amount of range left, when you arrive at the chosen charging station? Is it over-estimating it's own range, or can you rely on the numbers?",0.0,True,"I would love if revievers of e-cars would have a bit of focus on the software in the cars. Like for example: If i want to do a long drive, like a vacation in my car as us europeans tend to do al lot, how is it to plan charging stations with the software? Does it do it by itself, or is it gonna be a lot of planning for the driver? And how well is the car at estimating its state of charge - the amount of range left, when you arrive at the chosen charging station? Is it over-estimating it's own range, or can you rely on the numbers?",['europeans'],0.9111,Positive,"['software', 'range', 'charging', 'lot', 'cars']",,,
UgybGzRSob4CQ5Vv2tp4AaABAg,comment,Y8yTY_7w3KA,,False,@Universallife1213,Tesla and apple. Most over hyped products.,0.0,True,Tesla and apple. Most over hyped products.,[],0.0,Neutral,"['products', 'apple', 'tesla']",,,
Ugw1uRLKolYNCykhEVx4AaABAg,comment,Y8yTY_7w3KA,,False,@mateofernando5066,The long term TCO of the BYD Seal and Tesla Model 3 is the most important.  The long run picture will determine if I would trust buying anything made by a chinese company,0.0,True,The long term TCO of the BYD Seal and Tesla Model 3 is the most important. The long run picture will determine if I would trust buying anything made by a chinese company,"['Tesla Model 3', 'chinese']",0.659,Positive,"['long', 'buying', 'trust', 'important', 'term']",,,
Ugx_nx9oq_mL6X9ZSdZ4AaABAg,comment,Y8yTY_7w3KA,,False,@karlInSanDiego,"Thomas, your reviews are the best. Keep up the great work.",0.0,True,"Thomas, your reviews are the best. Keep up the great work.",['Thomas'],0.8519,Positive,"['reviews', 'best', 'thomas', 'great']",,,
UgxBtzm3M4eK0YKLObd4AaABAg,comment,Y8yTY_7w3KA,,False,@karlInSanDiego,No not horror movie sound. It sounds like a beautiful Chinese melody. I like it.,0.0,True,No not horror movie sound. It sounds like a beautiful Chinese melody. I like it.,['Chinese'],0.6395,Positive,"['like', 'sounds', 'sound', 'chinese']",,,
UgwalEnOfDwT1uAVjX54AaABAg,comment,Y8yTY_7w3KA,,False,@davidtolson7680,Is Apple CarPlay wireless ?,0.0,True,Is Apple CarPlay wireless ?,['Apple CarPlay'],0.0,Neutral,"['carplay', 'apple carplay', 'apple']",,,
Ugz5prJg8fpPw5CKhjd4AaABAg,comment,Y8yTY_7w3KA,,False,@nhqbill,"Nah, still not as sleek looking as Tesla. It's like android vs iphone....android may have better things but it looks like it's trying too hard.",0.0,True,"Nah, still not as sleek looking as Tesla. It's like android vs iphone....android may have better things but it looks like it's trying too hard.","['Nah', 'Tesla']",0.631,Positive,"['android', 'like', 'vs', 'iphone', 'things']",,,
UgymHvC-z4gmnCwE7ut4AaABAg,comment,Y8yTY_7w3KA,,False,@Peter-c2v,I would have liked an introduction of the parking. Like the 360° camera and the USS as well. They seem from other videos i've seen very advanced. And specially against tesla this is a big PLUS.,0.0,True,I would have liked an introduction of the parking. Like the 360° camera and the USS as well. They seem from other videos i've seen very advanced. And specially against tesla this is a big PLUS.,['the USS'],0.8268,Positive,"['parking', 've seen', 'seen', 've', 'like']",,,
UgzdUkrDs_j3P5ZHwcV4AaABAg,comment,Y8yTY_7w3KA,,False,@henriqueoliveira2840,One of the best car reviews I've ever seen. Very well done.,7.0,True,One of the best car reviews I've ever seen. Very well done.,[],0.7645,Positive,"['reviews', 've seen', 'seen', 'best', 've']",,,
UgydC6gu4uNGmwk19WZ4AaABAg,comment,Y8yTY_7w3KA,,False,@iamthemedici,"The subsidies about Chinese cars are such BS, the only thing you dont pay is tax when buying an ev, where in Europe you actually get subsidies.",0.0,True,"The subsidies about Chinese cars are such BS, the only thing you dont pay is tax when buying an ev, where in Europe you actually get subsidies.","['Chinese', 'Europe']",0.0762,Positive,"['subsidies', 'tax', 'buying', 'thing', 'chinese cars']",,,
UgydC6gu4uNGmwk19WZ4AaABAg.9xGXr7qN77K9xGYWMicFr2,comment,Y8yTY_7w3KA,UgydC6gu4uNGmwk19WZ4AaABAg,True,@autogefuehl,"The chinese government heavily subsidizes EV manufacturers, I even let my Chinese friends organize the official publications about it, it’s nothing secret. And they re free to do it",0.0,True,"The chinese government heavily subsidizes EV manufacturers, I even let my Chinese friends organize the official publications about it, it’s nothing secret. And they re free to do it","['chinese', 'Chinese']",0.7506,Positive,"['chinese', 'manufacturers', 'chinese government', 'free', 'government']",,,
UgzNOaedlGrvWcyRL554AaABAg,comment,Y8yTY_7w3KA,,False,@mahjonglivestreaming4535,proud of china,0.0,True,proud of china,['china'],0.4767,Positive,['china'],,,
UgwhYP8fHF3m65ikzfx4AaABAg,comment,Y8yTY_7w3KA,,False,@kenny9168,Tesla model 3– never like it. It feels like drive car with Ipad. Doesn’t feel like driving,0.0,True,Tesla model 3– never like it. It feels like drive car with Ipad. Doesn’t feel like driving,['Ipad'],0.4386,Positive,"['like', 'feel', 'tesla model', 'drive', 'doesn']",,,
UgyBrbB2nEkw-BTwT_J4AaABAg,comment,Y8yTY_7w3KA,,False,@jontsang7334,The car's safety is my major concern.  News about BYD's fire has been censored in China.,0.0,True,The car's safety is my major concern. News about BYD's fire has been censored in China.,"['BYD', 'China']",-0.0516,Negative,"['safety', 'china', 'car', 'byd']",,,
UgyBrbB2nEkw-BTwT_J4AaABAg.9xDFuz_Y22o9xLMSRvuT3k,comment,Y8yTY_7w3KA,UgyBrbB2nEkw-BTwT_J4AaABAg,True,@cocoaiscool2709,it’s literally floating around weibo and ByD got 5 stars rating in euro ncap,1.0,True,it’s literally floating around weibo and ByD got 5 stars rating in euro ncap,['ByD'],0.0,Neutral,"['got', 'byd']",,,
UgwmQdO2sXkACHM5zHp4AaABAg,comment,Y8yTY_7w3KA,,False,@druzain,LOVE THIS CAR...,0.0,True,LOVE THIS CAR...,[],0.6369,Positive,"['love', 'car']",,,
UgyBJTeQZjSdBd9XPHl4AaABAg,comment,Y8yTY_7w3KA,,False,@FrenchWithStories,I am a Tesla fan but this looks way nicer than a Model 3.,1.0,True,I am a Tesla fan but this looks way nicer than a Model 3.,['Tesla'],0.6705,Positive,"['nicer', 'way', 'looks', 'model', 'tesla']",,,
Ugy2PYbS3g9an9HbbZt4AaABAg,comment,Y8yTY_7w3KA,,False,@macbrush,"I can’t say for this particular model, but Chinese products in general have very good design and functions, but QC is absolutely crap, things start to break after a very short time, you see a lot of Chinese made cars look and feel like 20 years Toyota while the fact that they are just a few years old.",0.0,True,"I can’t say for this particular model, but Chinese products in general have very good design and functions, but QC is absolutely crap, things start to break after a very short time, you see a lot of Chinese made cars look and feel like 20 years Toyota while the fact that they are just a few years old.","['Chinese', 'Toyota']",0.5719,Positive,"['years', 'chinese', 'products', 'things', 'chinese cars']",,,
UgyFBvjS9SHmNex0yYB4AaABAg,comment,Y8yTY_7w3KA,,False,@BHARGAV_GAJJAR,Its not all about the car its about the entire product system and Tesla offers a supercharging network which in America is really a system far into future already.,0.0,True,Its not all about the car its about the entire product system and Tesla offers a supercharging network which in America is really a system far into future already.,"['Tesla', 'America']",0.0,Neutral,"['network', 'america', 'product', 'really', 'car']",,,
UgzafaRJT5FuYGxQpkh4AaABAg,comment,Y8yTY_7w3KA,,False,@karl-johanv.jensen3659,How is the beeping/warnings from the ADAS system. Did you do a test drive without disabling them ?,0.0,True,How is the beeping/warnings from the ADAS system. Did you do a test drive without disabling them ?,['ADAS'],0.3724,Positive,"['adas', 'test', 'drive', 'did']",,,
Ugzif-6xlvCxQZTf1Dh4AaABAg,comment,Y8yTY_7w3KA,,False,@michaelqi5202,"Regarding the interior, I'd prefer Model 3's simplicity.",2.0,True,"Regarding the interior, I'd prefer Model 3's simplicity.","[""Model 3's""]",0.0,Neutral,"['simplicity', 'prefer', 'interior', 'model']",,,
UgxZqHLWDgOb7ZMs-cl4AaABAg,comment,Y8yTY_7w3KA,,False,@Dadinthepit,"Thanks Thomas! This review has sold me, I'm ordering one early 2024!",0.0,True,"Thanks Thomas! This review has sold me, I'm ordering one early 2024!",['Thomas'],0.5399,Positive,"['thanks', 'sold', 'thomas', 'review']",,,
UgyRzXZYe1mi0r4RgUB4AaABAg,comment,Y8yTY_7w3KA,,False,@Victoria-yj6ji,"The Chinese government don't subsidise the car manufacturers, they subsidise buyers. And the buyer subsidies are getting lower now. The reason why the Chinese cars are competitive at price is because they have full supply chains in China.",0.0,True,"The Chinese government don't subsidise the car manufacturers, they subsidise buyers. And the buyer subsidies are getting lower now. The reason why the Chinese cars are competitive at price is because they have full supply chains in China.","['Chinese', 'China']",-0.128,Negative,"['chinese', 'lower', 'subsidies', 'competitive', 'chinese cars']",,,
Ugzfq2OG_bdw7wS9-7x4AaABAg,comment,Y8yTY_7w3KA,,False,@PJ21212,A matchbox toy car would  be better than the downmarket pile of junk Tesla produces.,0.0,True,A matchbox toy car would be better than the downmarket pile of junk Tesla produces.,['Tesla'],0.4404,Positive,"['better', 'car', 'tesla']",,,
UgxPZYVRrVXXpb7LnMp4AaABAg.9x-8jWuYh_O9x-sX64fHur,comment,Y8yTY_7w3KA,UgxPZYVRrVXXpb7LnMp4AaABAg,True,@autogefuehl,U have to do that every time at startup again. Thats EU law,0.0,True,U have to do that every time at startup again. Thats EU law,[],0.0,Neutral,"['eu', 'time']",,,
UgxlVkyn8NfUqwgLfMd4AaABAg,comment,Y8yTY_7w3KA,,False,@R1S0.,"6:45 - 6:53 very nice feature. i wish every car brand would adapt that..... i dont like inside, too much gloss black, exterior looks decent. pretty dreadful UI design/graphic.... no sunroof shade is a very bad trend they follow.",0.0,True,"6:45 - 6:53 very nice feature. i wish every car brand would adapt that..... i dont like inside, too much gloss black, exterior looks decent. pretty dreadful UI design/graphic.... no sunroof shade is a very bad trend they follow.",[],-0.2523,Negative,"['follow', 'exterior', 'bad', 'black', 'inside']",,,
Ugy5NtK4ext15USaJEB4AaABAg,comment,Y8yTY_7w3KA,,False,@TonyTenToes1,Sounds like an ice cream van when moving slowly.,0.0,True,Sounds like an ice cream van when moving slowly.,[],0.3612,Positive,"['ice cream', 'cream', 'sounds', 'ice', 'like']",,,
UgwStREyX1qRjgjYnFt4AaABAg,comment,Y8yTY_7w3KA,,False,@fiyuk_yuu,BYD explodes in a ball of flames in China--good luck... You should buy cars from a proper car manufacturer with years of experience.,0.0,True,BYD explodes in a ball of flames in China--good luck... You should buy cars from a proper car manufacturer with years of experience.,"['BYD', 'China']",0.4588,Positive,"['proper', 'explodes', 'experience', 'years', 'buy']",,,
UgxLhK2tITCUSNywScd4AaABAg,comment,Y8yTY_7w3KA,,False,@eurekarx2048,I still prefer the tesla model 3 design and man the seats are so functional and high quality but damn BYD have really caught up to be as good with a lower price tag.Ill surely be getting a BYD for my next car if this keeps up,0.0,True,I still prefer the tesla model 3 design and man the seats are so functional and high quality but damn BYD have really caught up to be as good with a lower price tag.Ill surely be getting a BYD for my next car if this keeps up,['BYD'],0.3291,Positive,"['byd', 'lower', 'high', 'prefer', 'price']",,,
UgxLhK2tITCUSNywScd4AaABAg.9wohfV9xMS29zNvtt2mggV,comment,Y8yTY_7w3KA,UgxLhK2tITCUSNywScd4AaABAg,True,@ragehate,Only lights in tesla is bad and boring. The rest: is another level. Byd is ugly inside.,0.0,True,Only lights in tesla is bad and boring. The rest: is another level. Byd is ugly inside.,[],-0.8442,Negative,"['bad', 'level', 'inside', 'ugly', 'boring']",,,
UgxLhK2tITCUSNywScd4AaABAg.9wohfV9xMS29zVt2zs87Am,comment,Y8yTY_7w3KA,UgxLhK2tITCUSNywScd4AaABAg,True,@eurekarx2048,"@ragehate Don't really agree, BYD interior looks better and futuristic.Im not sure about the practical side cause I do not own one yet.",0.0,True,"Don't really agree, BYD interior looks better and futuristic.Im not sure about the practical side cause I do not own one yet.",['BYD'],-0.0999,Negative,"['sure', 'looks better', 'agree', 'don', 'really']",,,
UgxLhK2tITCUSNywScd4AaABAg.9wohfV9xMS29z_ix2oz24W,comment,Y8yTY_7w3KA,UgxLhK2tITCUSNywScd4AaABAg,True,@harryji3201,real buttons are always more practical@eurekarx2048,0.0,True,real buttons are always more,[],0.0,Neutral,"['real', 'buttons']",,,
UgxiF0zzAV70vs_NtXd4AaABAg,comment,Y8yTY_7w3KA,,False,@Its-me..,Indicator sound can be changed to a different sound in the menu.,2.0,True,Indicator sound can be changed to a different sound in the menu.,[],0.0,Neutral,"['sound', 'different', 'indicator']",,,
UgymQDcsK8OQf3yK7YR4AaABAg,comment,Y8yTY_7w3KA,,False,@jermainec2462,Bring that shit to the US we need some variety already LOL... And if they was ever able to bring it over here please let it stay a sedan and not another boring crossover we in the states got enough of them as it is😅,0.0,True,Bring that shit to the US we need some variety already LOL... And if they was ever able to bring it over here please let it stay a sedan and not another boring crossover we in the states got enough of them as it is😅,[],0.6903,Positive,"['bring', 'lol', 'got', 'able', 'need']",,,
UgyMsVehO8YAM7fOmcZ4AaABAg,comment,Y8yTY_7w3KA,,False,@Vinsensus,chinese expansion in action - welcome new world order!,0.0,True,chinese expansion in action - welcome new world order!,['chinese'],0.5093,Positive,"['new', 'chinese']",,,
UgzMUn0NkFUcbUAchT94AaABAg,comment,Y8yTY_7w3KA,,False,@blade9297,Shame it is not a hatchback/fastback.  Looks very nice though,1.0,True,Shame it is not a hatchback/fastback. Looks very nice though,[],-0.0018,Neutral,"['looks nice', 'shame', 'nice', 'looks']",,,
UgzePi7NlWss1DAjZ9l4AaABAg,comment,Y8yTY_7w3KA,,False,@АлександърПетров-ц6й,Your girlfriend looks very attractive. You must show her also it will be good for your channel 😊,1.0,True,Your girlfriend looks very attractive. You must show her also it will be good for your channel 😊,[],0.902,Positive,"['channel', 'good', 'looks']",,,
Ugy34vUlQpjy2ekCQXF4AaABAg,comment,Y8yTY_7w3KA,,False,@bowman4275,"It doesn't matter. EV's are piling up in overflow lots everywhere because the dealers just can't sell enough of them. Hardly surprising as they are just too expensive for most people, and even if the prices were reduced both the manufacturers and the dealers would lose money. Then there is the risk of the battery just bursting into flames. It's hardly surprising that EV's are not being sold in sufficient quantities for it to be a sustainable solution. Ford and GM have just shutdown their entire EV production. I expect more will follow.",0.0,True,"It doesn't matter. EV's are piling up in overflow lots everywhere because the dealers just can't sell enough of them. Hardly surprising as they are just too expensive for most people, and even if the prices were reduced both the manufacturers and the dealers would lose money. Then there is the risk of the battery just bursting into flames. It's hardly surprising that EV's are not being sold in sufficient quantities for it to be a sustainable solution. Ford and GM have just shutdown their entire EV production. I expect more will follow.",['Ford'],0.0103,Neutral,"['just', 'ev', 'follow', 'prices', 'expensive']",,,
Ugy34vUlQpjy2ekCQXF4AaABAg.9weydiD2Ps19woR1WwhLae,comment,Y8yTY_7w3KA,Ugy34vUlQpjy2ekCQXF4AaABAg,True,@vitolu6727,BYD and Tesla make huge profits every quarter. Ford and GM are just losers in the EV race.,1.0,True,BYD and Tesla make huge profits every quarter. Ford and GM are just losers in the EV race.,"['BYD', 'Tesla', 'Ford']",0.2023,Positive,"['race', 'byd tesla', 'make', 'ev', 'just']",,,
UgylshttXh_rzPjE-i94AaABAg,comment,Y8yTY_7w3KA,,False,@karimc8379,"Hi Thomas and thanks for the video. I currently have a 2022 propulsion Model 3. I'd like something quicker like the AWD Highland Model 3 but this AWD BYD Seals is nice too.
Over the Model 3, I like the fact it's a performance version but with the convenience of the LFP battery. I also like the more conventionnal approach with stalks, HUD, blind spot indicator in the mirror etc. The suspension and overall comfort seems better too. I don't like the fact that there's an on/off button for the car (I constantly forgot to turn it off in my wife's Kona). Overall, coming from a Tesla, it looks like a clusterf**k of buttons BTW. Boot space is ridiculous compared to the Model 3 but I might not need too much either. Charging port is on the wrong side for current superchargers too.
I don't know, could you help me make up my mind please?
What's the sound system like BTW?",9.0,True,"Hi Thomas and thanks for the video. I currently have a 2022 propulsion Model 3. I'd like something quicker like the AWD Highland Model 3 but this AWD BYD Seals is nice too. Over the Model 3, I like the fact it's a performance version but with the convenience of the LFP battery. I also like the more conventionnal approach with stalks, HUD, blind spot indicator in the mirror etc. The suspension and overall comfort seems better too. I don't like the fact that there's an on/off button for the car (I constantly forgot to turn it off in my wife's Kona). Overall, coming from a Tesla, it looks like a clusterf**k of buttons BTW. Boot space is ridiculous compared to the Model 3 but I might not need too much either. Charging port is on the wrong side for current superchargers too. I don't know, could you help me make up my mind please? What's the sound system like BTW?","['Thomas', 'Model 3', 'LFP', 'HUD', 'Kona', 'Tesla', 'clusterf**k']",0.9661,Positive,"['like', 'model', 'awd', 'fact', 'don']",,,
UgylshttXh_rzPjE-i94AaABAg.9we8RAY2C0l9xq4_aM4Db1,comment,Y8yTY_7w3KA,UgylshttXh_rzPjE-i94AaABAg,True,@autogefuehl,"Note that contrary to the first info and contrary to how they sold the vehicle to customers, the BYD Seal does come with animal skin leather. Customers bought the vehicle expecting animal free leatherette while BYD did not offer consistent information. In that case, Model 3 it is.",1.0,True,"Note that contrary to the first info and contrary to how they sold the vehicle to customers, the BYD Seal does come with animal skin leather. Customers bought the vehicle expecting animal free leatherette while BYD did not offer consistent information. In that case, Model 3 it is.","['BYD', 'Model 3']",0.5106,Positive,"['contrary', 'animal', 'customers', 'vehicle', 'byd']",,,
UgylshttXh_rzPjE-i94AaABAg.9we8RAY2C0l9xr8Gvlj5kI,comment,Y8yTY_7w3KA,UgylshttXh_rzPjE-i94AaABAg,True,@karimc8379,@autogefuehl Nice! I like the smell of leather in my cars (I had a 2013 Civic whose leather interior smelled fantastic) My Model 3 smells nothing and it's a bit weird.,1.0,True,Nice! I like the smell of leather in my cars (I had a 2013 Civic whose leather interior smelled fantastic) My Model 3 smells nothing and it's a bit weird.,"['Civic', 'Model 3']",0.8172,Positive,"['leather', 'bit', 'fantastic', 'nice', 'interior']",,,
UgxoXM3OQ_Mf8qoppFd4AaABAg,comment,Y8yTY_7w3KA,,False,@Archer-hg9rw,It took me so long to realize that the black thing was actually legs💀,1.0,True,It took me so long to realize that the black thing was actually legs💀,[],0.0,Neutral,"['legs', 'black', 'thing', 'actually', 'long']",,,
Ugwql8cu3vz6qEf84xF4AaABAg,comment,Y8yTY_7w3KA,,False,@dickschuurman4684,"Thomas, maybe soon a review of the BYD Dolphin...?",0.0,True,"Thomas, maybe soon a review of the BYD Dolphin...?",['Thomas'],0.0,Neutral,"['maybe', 'thomas', 'review', 'byd']",,,
UgxRBi6DiqYLKnm4v614AaABAg,comment,Y8yTY_7w3KA,,False,@DiamondMind949,I just hope they don't blow up when parked indoors. I'm very wary of Chinese made vehicles for fear of battery explosions lol. I hope I'm wrong though,0.0,True,I just hope they don't blow up when parked indoors. I'm very wary of Chinese made vehicles for fear of battery explosions lol. I hope I'm wrong though,['Chinese'],0.3182,Positive,"['wrong', 'lol', 'battery', 'don', 'just']",,,
UgxRBi6DiqYLKnm4v614AaABAg.9wb7CxwAWmL9woRAfIXzJa,comment,Y8yTY_7w3KA,UgxRBi6DiqYLKnm4v614AaABAg,True,@vitolu6727,search for NCAP test of seal,0.0,True,search for NCAP test of seal,['NCAP'],0.0,Neutral,"['test', 'seal']",,,
Ugz1Ie5dERcJ6MxWlDN4AaABAg,comment,Y8yTY_7w3KA,,False,@Ianmundo,"awful branding, ugly big emblem on the front, and “Seal”? 😂 no, just no",0.0,True,"awful branding, ugly big emblem on the front, and “Seal”? 😂 no, just no",[],-0.6808,Negative,"['ugly', 'seal', 'just']",,,
UgyOG_pK7S70fGDKp6t4AaABAg,comment,Y8yTY_7w3KA,,False,@Nickbaldeagle02,If this was a hatchback I'd be seriously considering this car. Such a shame.,1.0,True,If this was a hatchback I'd be seriously considering this car. Such a shame.,[],-0.5859,Negative,"['seriously', 'shame', 'car']",,,
UgxhHpHYRrXN3l9ZqOB4AaABAg,comment,Y8yTY_7w3KA,,False,@stevemcgowen,No. It’s Chinese shi-. You must be getting paid by BYD…,1.0,True,No. It’s Chinese shi-. You must be getting paid by BYD…,"['Chinese', 'BYD']",0.0,Neutral,"['getting', 'chinese', 'byd']",,,
Ugy2HdqoB6y78PQlNfR4AaABAg,comment,Y8yTY_7w3KA,,False,@jonnieinbangkok,Bye-bye German car industry 😂 😂 😂,0.0,True,Bye-bye German car industry 😂 😂 😂,['German'],0.8271,Positive,"['industry', 'german', 'car']",,,
