serial_no,video_id,text,clean_text,entities,keywords,sentiment_score,sentiment
668,V0wtNI-rzSg,so many things that will go wrong statring with door handles,so many things that will go wrong statring with door handles,[],"['door handles', 'handles', 'things wrong', 'door', 'things']",-0.4767,Negative
669,V0wtNI-rzSg,Well they def copied the Tesla with the screen and then took it to next level with the turn and all. Not sure if you’d ever care or turn it but hey it’s there.,Well they def copied the Tesla with the screen and then took it to next level with the turn and all. Not sure if you’d ever care or turn it but hey it’s there.,['Tesla'],"['turn', 'tesla screen', 'def', 'copied', 'took']",0.289,Positive
670,V0wtNI-rzSg,I just read they loose 75% of value first year! Don’t push this crap.,I just read they loose 75% of value first year! Don’t push this crap.,[],"['read', 'push', 'value', 'year', 'crap']",-0.4926,Negative
671,V0wtNI-rzSg,This car will run smoothly for for a year and then it's battery will combust and burn the car in the middle of the road,This car will run smoothly for for a year and then it's battery will combust and burn the car in the middle of the road,[],"['run', 'burn', 'middle', 'car', 'year']",0.0,Neutral
672,V0wtNI-rzSg,Portrate to Landscape,Portrate to Landscape,[],['landscape'],0.0,Neutral
673,V0wtNI-rzSg,"I can't believe in which direction the car-development is going🙈
I want Minimalism for the purpose(!) and then i see this Children's p💩💩p.",I can't believe in which direction the car-development is going🙈 I want Minimalism for the purpose(!) and then i see this Children's p💩💩p.,[],"['purpose', 'believe', 'want', 'going', 'car']",0.1511,Positive
674,V0wtNI-rzSg,"Oooh, a spinning screen. I must have it 🥸🥸🥸","Oooh, a spinning screen. I must have it 🥸🥸🥸",[],"['spinning screen', 'spinning', 'screen']",0.0,Neutral
675,V0wtNI-rzSg,"Cars are becoming more and more just like gadget demos, with fancy lights and screens to wow you, but little substance on the back end. And though the fancy things seem great in these videos, they become very tedious to live with after a while. Also, that place where he keeps his cars will end up turning to ashes sooner or later now he’s added a ‘Burn Your Driveway’ to the inventory.","Cars are becoming more and more just like gadget demos, with fancy lights and screens to wow you, but little substance on the back end. And though the fancy things seem great in these videos, they become very tedious to live with after a while. Also, that place where he keeps his cars will end up turning to ashes sooner or later now he’s added a ‘Burn Your Driveway’ to the inventory.",[],"['fancy', 'end', 'later', 'sooner', 'cars']",0.8732,Positive
676,V0wtNI-rzSg,I’ll take my challenger with a real gauge cluster and engine noises,I’ll take my challenger with a real gauge cluster and engine noises,[],"['noises', 'engine', 'real', 'll']",0.128,Positive
677,V0wtNI-rzSg,Wow tablets. Does it have LEDs?,Wow tablets. Does it have LEDs?,[],"['tablets', 'wow', 'does']",0.5859,Positive
678,V0wtNI-rzSg,Chinese. Totally not stealing your data.,Chinese. Totally not stealing your data.,['Chinese'],"['data', 'totally', 'chinese']",0.5067,Positive
679,V0wtNI-rzSg,To much money for a car with the stearing wheel on the wrong side 😂,To much money for a car with the stearing wheel on the wrong side 😂,[],"['wheel wrong', 'money', 'wrong', 'wheel', 'car']",-0.0516,Negative
680,V0wtNI-rzSg,We appreciate your coming out.,We appreciate your coming out.,[],"['appreciate', 'coming']",0.4019,Positive
681,V0wtNI-rzSg,The Chinese are taking over the U.K car market.  Just been to see the Jaecoo J7 and it's very impressive.  Then you see the price and realise the european companys are taking the piss with there pricing.,The Chinese are taking over the U.K car market. Just been to see the Jaecoo J7 and it's very impressive. Then you see the price and realise the european companys are taking the piss with there pricing.,"['Chinese', 'the Jaecoo J7', 'european']","['taking', 'car market', 'pricing', 'impressive', 'european']",0.2247,Positive
682,V0wtNI-rzSg,Byd is a garbage brand,Byd is a garbage brand,[],"['byd garbage', 'brand', 'garbage', 'byd']",0.0,Neutral
683,V0wtNI-rzSg,"Missing ONE vital thing!!!
A engine you numpty because they like the Tttt .nope can't say other idiots will be have a lump of junk on their drive that nobody but MAYBE a stupid scrap car dealer would have to be paid to take away",Missing ONE vital thing!!! A engine you numpty because they like the Tttt .nope can't say other idiots will be have a lump of junk on their drive that nobody but MAYBE a stupid scrap car dealer would have to be paid to take away,[],"['idiots', 'nope', 'missing', 'scrap', 'dealer']",-0.6933,Negative
684,V0wtNI-rzSg,Another useless brakable electronic gadget. Not for me but thanks,Another useless brakable electronic gadget. Not for me but thanks,[],"['electronic', 'thanks', 'useless']",0.4497,Positive
685,V0wtNI-rzSg,"Way too many computers in one car right there, too many screens","Way too many computers in one car right there, too many screens",[],"['right', 'way', 'screens', 'car']",0.0,Neutral
686,V0wtNI-rzSg,"Looks like an ad. BTW, terrible UX in this car, interface looks like is from the early 2000s","Looks like an ad. BTW, terrible UX in this car, interface looks like is from the early 2000s",[],"['looks like', 'looks', 'ad', 'early', 'btw']",0.2263,Positive
687,V0wtNI-rzSg,They aren’t the first car to do that. Fisker ocean did that as well. Before they went bankrupt of course 😂,They aren’t the first car to do that. Fisker ocean did that as well. Before they went bankrupt of course 😂,['Fisker'],"['did went', 'car fisker', 'course', 'went bankrupt', 'aren']",0.1027,Positive
688,V0wtNI-rzSg,The answer is that it sends all of your conversations and data back to China.,The answer is that it sends all of your conversations and data back to China.,['China'],"['answer', 'data', 'china']",0.0,Neutral
689,V0wtNI-rzSg,Pronounce innovative better,Pronounce innovative better,[],"['pronounce innovative', 'pronounce', 'innovative', 'better']",0.7003,Positive
690,V0wtNI-rzSg,That thing is going to last 1000 kilometers and then fall apart. BYD is Chinese garbage.,That thing is going to last 1000 kilometers and then fall apart. BYD is Chinese garbage.,"['BYD', 'Chinese']","['apart', 'chinese garbage', 'byd chinese', 'fall', 'garbage']",0.0,Neutral
691,V0wtNI-rzSg,"Urgh what a sight thats is... 
Its like charging phone too much cabel",Urgh what a sight thats is... Its like charging phone too much cabel,['Urgh'],"['thats', 'phone', 'charging', 'like']",0.3612,Positive
692,V0wtNI-rzSg,How much is schmee getting paid to drive that trash?,How much is schmee getting paid to drive that trash?,[],"['getting paid', 'schmee', 'trash', 'getting', 'paid']",0.0,Neutral
693,V0wtNI-rzSg,The industry wants to push consumers into EVs and yet EVs are still so bloody expensive.,The industry wants to push consumers into EVs and yet EVs are still so bloody expensive.,[],"['evs', 'consumers', 'bloody', 'wants', 'push']",-0.5777,Negative
694,V0wtNI-rzSg,Nice but let’s head over to china and see how far away they are compared to the other car companies,Nice but let’s head over to china and see how far away they are compared to the other car companies,['china'],"['car companies', 'head', 'compared', 'away', 'far']",0.2263,Positive
695,V0wtNI-rzSg,Every BYD Electric vehicle does that. and it does not do it when you are in android auto or apple carplay.,Every BYD Electric vehicle does that. and it does not do it when you are in android auto or apple carplay.,['BYD Electric'],"['does', 'byd electric', 'electric vehicle', 'auto apple', 'apple carplay']",0.0,Neutral
696,V0wtNI-rzSg,They could at least have thought of a better brand name than BYD...,They could at least have thought of a better brand name than BYD...,['BYD'],"['brand', 'thought', 'better', 'byd']",0.4404,Positive
697,V0wtNI-rzSg,Seems like China is taking the car king position from Japan.,Seems like China is taking the car king position from Japan.,"['China', 'Japan']","['japan', 'king', 'like china', 'position', 'taking']",0.3612,Positive
698,V0wtNI-rzSg,Still too expensive imo.,Still too expensive imo.,[],"['imo', 'expensive']",0.0,Neutral
699,V0wtNI-rzSg,chinese covid virus has made me hate chinese products,chinese covid virus has made me hate chinese products,['chinese'],"['chinese', 'chinese products', 'products', 'hate']",-0.5719,Negative
700,V0wtNI-rzSg,"What the hell, is it a Tesla copy?
By the way all screens are shit, distracting devices from driving and paying attention. 
Accidents and chaos on roads.","What the hell, is it a Tesla copy? By the way all screens are shit, distracting devices from driving and paying attention. Accidents and chaos on roads.",['Tesla'],"['attention', 'roads', 'copy', 'distracting', 'paying']",-0.9468,Negative
701,V0wtNI-rzSg,Can i toss the hideous screens out the window?,Can i toss the hideous screens out the window?,[],"['window', 'screens']",0.0,Neutral
702,V0wtNI-rzSg,"50k for a screen that spins, count me in I’ll have 10","50k for a screen that spins, count me in I’ll have 10",[],"['spins', '10', 'll', '50k', 'screen']",0.0,Neutral
703,V0wtNI-rzSg,I hate screens in cars,I hate screens in cars,[],"['hate', 'screens', 'cars']",-0.5719,Negative
704,V0wtNI-rzSg,"How much?

🤯🤯🤯

Nah, not the car.
How much you got?

I'm with you man!
I'm not with them, but if they gift me with one 
... I'll change my opinion 
🤣🤣🤣","How much? 🤯🤯🤯 Nah, not the car. How much you got? I'm with you man! I'm not with them, but if they gift me with one ... I'll change my opinion 🤣🤣🤣",[],"['nah', 'opinion', 'change', 'man', 'got']",0.9596,Positive
705,V0wtNI-rzSg,"Bro, I have a feeling that there’ll still be a place for human made things. As a 40yo, my advice to you would be to find a job doing X just to make ends meet but your main goal should be to build your own brand doing Y. Sorry for being vague but my point is that you will need a two pronged approach.","Bro, I have a feeling that there’ll still be a place for human made things. As a 40yo, my advice to you would be to find a job doing X just to make ends meet but your main goal should be to build your own brand doing Y. Sorry for being vague but my point is that you will need a two pronged approach.",['Y. Sorry'],"['doing', 'feeling', 'human', 'job', 'place']",-0.2023,Negative
706,V0wtNI-rzSg,Why does he talk like this?? I’ve seen him talk and it doesn’t like this!! What am I missing here???,Why does he talk like this?? I’ve seen him talk and it doesn’t like this!! What am I missing here???,[],"['talk', 'missing', 'like', 've seen', 'seen']",0.6535,Positive
707,V0wtNI-rzSg,Sim ok mas qual a utilidade disso mesmo? Lol enfim! Mais um cromo!,Sim ok mas qual a utilidade disso mesmo? Lol enfim! Mais um cromo!,"['Sim ok mas', 'Mais']","['ok', 'lol']",0.6792,Positive
708,V0wtNI-rzSg,Also my Dolphin,Also my Dolphin,[],['dolphin'],0.0,Neutral
709,V0wtNI-rzSg,"And you call this innovative? 😅😅😅. This is an idea, not innovation!","And you call this innovative? 😅😅😅. This is an idea, not innovation!",[],"['innovation', 'idea', 'innovative']",0.8395,Positive
710,V0wtNI-rzSg,"Di solito l'auto la guido. Non la compro per girare uno schermo! Tanto hanno la stessa durata di uno smartphone e quando si romperà non potrai usarla più . Un volante,un cambio manuale e 3 pedali sono quello che mi serve su un auto Stop.","Di solito l'auto la guido. Non la compro per girare uno schermo! Tanto hanno la stessa durata di uno smartphone e quando si romperà non potrai usarla più . Un volante,un cambio manuale e 3 pedali sono quello che mi serve su un auto Stop.","[""Di solito l'auto la guido"", 'Tanto']","['la', 'di', 'non', 'auto', 'su']",-0.3595,Negative
711,V0wtNI-rzSg,"I'm from Brazil, I see BYDs everywhere now, they've quite literally taken us over lol, they're such great looking cars","I'm from Brazil, I see BYDs everywhere now, they've quite literally taken us over lol, they're such great looking cars",['Brazil'],"['taken', 'byds', 'literally', 'quite', 've']",0.7845,Positive
712,V0wtNI-rzSg,"And when you stop at a traffic lights, it catches on fire.","And when you stop at a traffic lights, it catches on fire.",[],"['lights', 'stop']",-0.5574,Negative
713,V0wtNI-rzSg,Chinese are on top of tech decades ahead,Chinese are on top of tech decades ahead,['Chinese'],"['ahead', 'tech', 'chinese']",0.2023,Positive
714,V0wtNI-rzSg,"I mean, i would like a electric car 
But like, it seems like they dont build them without nonsense features noone normal asked for

Plus, Carello or Zilli tuktuks are probably more useful anyways","I mean, i would like a electric car But like, it seems like they dont build them without nonsense features noone normal asked for Plus, Carello or Zilli tuktuks are probably more useful anyways",['Zilli'],"['like', 'anyways', 'asked', 'nonsense', 'normal']",0.9374,Positive
715,V0wtNI-rzSg,Wonder how much he was paid for this,Wonder how much he was paid for this,[],"['wonder', 'paid']",0.0,Neutral
716,V0wtNI-rzSg,Give me knobs and buttons any day..imagine having to pull over to figure out how to turn the radio on,Give me knobs and buttons any day..imagine having to pull over to figure out how to turn the radio on,[],"['knobs', 'radio', 'imagine', 'day', 'turn']",0.0,Neutral
717,V0wtNI-rzSg,Errrr that's not a new feature... your a bit late on this..,Errrr that's not a new feature... your a bit late on this..,[],"['late', 'bit', 'new', 'feature']",0.0,Neutral
718,V0wtNI-rzSg,"At least there is a lever for drive, and not via screen. Tesla screen breaks and you can not select drive - your done!!","At least there is a lever for drive, and not via screen. Tesla screen breaks and you can not select drive - your done!!",[],"['drive', 'tesla screen', 'lever', 'breaks', 'screen']",0.0,Neutral
719,V0wtNI-rzSg,"As a 911 owner, it all looks ridiculous. Gen One design. A giant mobile iPad. God help us. No thanks.","As a 911 owner, it all looks ridiculous. Gen One design. A giant mobile iPad. God help us. No thanks.",['iPad'],"['gen', 'owner', 'giant', 'god', 'mobile']",-0.0274,Neutral
720,V0wtNI-rzSg,In Nov Ative ???,In Nov Ative ???,[],"['ative', 'nov']",0.0,Neutral
721,V0wtNI-rzSg,CCP rubbish product,CCP rubbish product,['CCP'],"['rubbish', 'product', 'ccp']",0.0,Neutral
722,V0wtNI-rzSg,Absolute distracting and useless.,Absolute distracting and useless.,[],"['distracting', 'absolute', 'useless']",-0.6124,Negative
723,V0wtNI-rzSg,199€ Samsung tablet wasn't cheaper than 50k????😂😂,199€ Samsung tablet wasn't cheaper than 50k????😂😂,['Samsung'],"['wasn', 'cheaper', 'tablet', '50k']",0.7757,Positive
724,V0wtNI-rzSg,this new world sucks so much....,this new world sucks so much....,[],"['sucks', 'world', 'new']",-0.3612,Negative
725,V0wtNI-rzSg,"All cool and games until it starts updates while you’re in the middle of the road and locks the doors, starts chipping, bruising in the first week, and the frame is smaller than…small things. 
Byd is even getting shat on by the Chinese citizens on their apps alone, and it’s not easy to j shat on national brands like that","All cool and games until it starts updates while you’re in the middle of the road and locks the doors, starts chipping, bruising in the first week, and the frame is smaller than…small things. Byd is even getting shat on by the Chinese citizens on their apps alone, and it’s not easy to j shat on national brands like that",['Chinese'],"['starts', 'easy', 'games', 'updates', 'doors']",0.1012,Positive
726,V0wtNI-rzSg,Other country already know this feature about 2 years ago. How far did United States left behind?,Other country already know this feature about 2 years ago. How far did United States left behind?,['United States'],"['united', 'united states', 'states', 'years ago', 'far']",0.4215,Positive
727,V0wtNI-rzSg,Tremenda información falopa,Tremenda información falopa,['Tremenda'],[],0.0,Neutral
728,V0wtNI-rzSg,Spielerei! Kann alles Kaputt gehen.,Spielerei! Kann alles Kaputt gehen.,"['Kann', 'Kaputt']",['kann'],0.0,Neutral
729,V0wtNI-rzSg,"I saw one of those in a bad accident.Two
 young girls got killed to couldn't get out 
The doors could not be open electrical problems 😢",I saw one of those in a bad accident.Two young girls got killed to couldn't get out The doors could not be open electrical problems 😢,[],"['electrical', 'killed', 'problems', 'accident', 'open']",-0.93,Negative
730,V0wtNI-rzSg,Half the video is AI talking about this trailer and then blabbing on some other company promotion - thanks AI 😳😑😂,Half the video is AI talking about this trailer and then blabbing on some other company promotion - thanks AI 😳😑😂,[],"['talking', 'half', 'company', 'thanks', 'video']",0.7003,Positive
731,V0wtNI-rzSg,So people can't be on their phones in car but they can be on their computers!! This world is a modern shit hole.,So people can't be on their phones in car but they can be on their computers!! This world is a modern shit hole.,[],"['hole', 'modern', 'phones', 'world', 'shit']",-0.7568,Negative
732,V0wtNI-rzSg,Was für eine schreckliche Stimme. Soviel Daumen kann ich nicht nach unten vergeben wie ich müsste. 🤮,Was für eine schreckliche Stimme. Soviel Daumen kann ich nicht nach unten vergeben wie ich müsste. 🤮,"['Stimme', 'Soviel Daumen']","['ich', 'eine', 'kann', 'nicht']",0.0,Neutral
733,V0wtNI-rzSg,BYD isn’t bad.,BYD isn’t bad.,['BYD'],"['isn', 'bad', 'byd']",-0.5423,Negative
734,V0wtNI-rzSg,Now there is another way to crash your car. 🎉,Now there is another way to crash your car. 🎉,[],"['crash', 'way', 'car']",0.0,Neutral
735,V0wtNI-rzSg,"I rather go by foot, than sit in a EV","I rather go by foot, than sit in a EV",[],"['sit', 'ev']",0.0,Neutral
736,V0wtNI-rzSg,"Wow an Android display for 50,000 dollars wow oh wow wow","Wow an Android display for 50,000 dollars wow oh wow wow",['Android'],"['wow', 'oh wow', 'dollars', '50 000', '000']",0.9451,Positive
737,V0wtNI-rzSg,Test out.the Mahindra XUV700,Test out.the Mahindra XUV700,[],['test'],0.0,Neutral
738,V0wtNI-rzSg,"You are such a shill, I really hope u don’t get trapped in there when it spontaneously combusts","You are such a shill, I really hope u don’t get trapped in there when it spontaneously combusts",[],"['spontaneously', 'shill', 'hope', 'really', 'don']",-0.0534,Negative
739,V0wtNI-rzSg,paid reviews guarantee 😂,paid reviews guarantee 😂,[],"['guarantee', 'reviews', 'paid']",0.5994,Positive
740,V0wtNI-rzSg,This is also available in market they will install it in your car just 1000 $,This is also available in market they will install it in your car just 1000 $,[],"['car just', 'install', 'available', 'market', 'just']",0.0,Neutral
741,V0wtNI-rzSg,Just one more car which shows how ugly and bad the interior of tesla is,Just one more car which shows how ugly and bad the interior of tesla is,[],"['shows', 'ugly', 'bad', 'interior', 'just']",-0.7783,Negative
742,V0wtNI-rzSg,Bro idgaf. It’s still trash,Bro idgaf. It’s still trash,[],"['bro', 'trash']",0.0,Neutral
743,V0wtNI-rzSg,He said the screen is inn-AH-vah-tiv,He said the screen is inn-AH-vah-tiv,[],"['ah', 'inn', 'tiv', 'said', 'screen']",0.0,Neutral
744,V0wtNI-rzSg,How the hell did you just pronounce INNOVATIVE 🥴🥴🥴,How the hell did you just pronounce INNOVATIVE 🥴🥴🥴,[],"['just pronounce', 'did just', 'hell', 'pronounce innovative', 'pronounce']",-0.2422,Negative
745,V0wtNI-rzSg,its...NOT the only car that does this....,its...NOT the only car that does this....,[],"['car does', 'does', 'car']",0.0,Neutral
746,V0wtNI-rzSg,I suspect you would sell your mother,I suspect you would sell your mother,[],['sell'],-0.296,Negative
747,V0wtNI-rzSg,"Sorry mate, Fisker did this 2yrs ago.","Sorry mate, Fisker did this 2yrs ago.",['Fisker'],"['fisker did', 'mate', 'sorry', 'ago', 'did']",-0.0772,Negative
748,V0wtNI-rzSg,Take Tesla any day !,Take Tesla any day !,[],"['day', 'tesla']",0.0,Neutral
749,V0wtNI-rzSg,Can you put that screen in dark Mode ?,Can you put that screen in dark Mode ?,['Mode'],"['dark mode', 'dark', 'mode', 'screen']",0.0,Neutral
750,V0wtNI-rzSg,The interior is mid and the displays look out of place.,The interior is mid and the displays look out of place.,[],"['mid', 'place', 'look', 'interior']",0.0,Neutral
751,V0wtNI-rzSg,So now vertical rotations on LCD worth 50k? We are doomed.,So now vertical rotations on LCD worth 50k? We are doomed.,['LCD'],"['vertical', 'worth', '50k']",-0.5106,Negative
752,V0wtNI-rzSg,Cheapest and best electric car in the world  - nothing comes near!,Cheapest and best electric car in the world - nothing comes near!,[],"['near', 'cheapest', 'comes', 'electric car', 'best']",0.6696,Positive
753,V0wtNI-rzSg,errr r v meant to drive the cars from A to B or r v to sit there forever and admire the interiors?? Chinese are eating into global markets. Find something affordable and buy your own nation's products.,errr r v meant to drive the cars from A to B or r v to sit there forever and admire the interiors?? Chinese are eating into global markets. Find something affordable and buy your own nation's products.,['Chinese'],"['sit', 'markets', 'interiors', 'affordable', 'products']",0.5362,Positive
754,V0wtNI-rzSg,Welcome to the times where screens are the feature that sells cars...,Welcome to the times where screens are the feature that sells cars...,[],"['sells', 'times', 'screens', 'feature', 'cars']",0.4588,Positive
755,V0wtNI-rzSg,It's a great car because I can rotate a huge screen... WTF seriously ??,It's a great car because I can rotate a huge screen... WTF seriously ??,[],"['wtf', 'huge', 'seriously', 'great car', 'rotate']",0.1348,Positive
756,V0wtNI-rzSg,Daily driver parked in the corner of the garage,Daily driver parked in the corner of the garage,[],"['daily driver', 'daily', 'garage', 'driver']",0.0,Neutral
757,V0wtNI-rzSg,Its still a shill for the price tag,Its still a shill for the price tag,[],"['price tag', 'shill', 'tag', 'price']",0.0,Neutral
758,V0wtNI-rzSg,Under 50k for.a.chinese😂,Under 50k for.a.chinese😂,[],"['50k', 'chinese']",0.4404,Positive
759,V0wtNI-rzSg,Am i the only one enhoying my Stelvio more than any electric car and prefer traditional clusters? Am I old school owning a Celica 94?,Am i the only one enhoying my Stelvio more than any electric car and prefer traditional clusters? Am I old school owning a Celica 94?,[],"['traditional', 'owning', 'old school', 'school', 'electric car']",0.0,Neutral
760,V0wtNI-rzSg,What a load,What a load,[],['load'],0.0,Neutral
761,V0wtNI-rzSg,De uma hora pra outra ter uma televisão no carro se tornou legal...,De uma hora pra outra ter uma televisão no carro se tornou legal...,['De uma hora pra outra'],"['se', 'legal']",-0.1779,Negative
762,V0wtNI-rzSg,"£50k, forget it.","£50k, forget it.",[],"['forget', '50k']",-0.2263,Negative
763,V0wtNI-rzSg,Would be really useful for when I roll it,Would be really useful for when I roll it,[],"['roll', 'useful', 'really']",0.4927,Positive
764,V0wtNI-rzSg,That's because it's literally an android tablet slapped in to car.,That's because it's literally an android tablet slapped in to car.,['android'],"['literally', 'android', 'tablet', 'car']",0.0,Neutral
765,V0wtNI-rzSg,Stolen technology the Chinese playbook. Steal your technology and sell it back to you by undercutting you.,Stolen technology the Chinese playbook. Steal your technology and sell it back to you by undercutting you.,"['Stolen', 'Chinese']","['technology', 'stolen', 'sell', 'chinese']",-0.7506,Negative
766,V0wtNI-rzSg,"Comment section with bunch of Americans doing American things Lol. They bring that distinct arrogance, stupidity and nastiness with them all around.","Comment section with bunch of Americans doing American things Lol. They bring that distinct arrogance, stupidity and nastiness with them all around.","['Americans', 'American']","['bunch', 'comment section', 'section', 'comment', 'bring']",-0.6808,Negative
767,V0wtNI-rzSg,BYD E2 screen also rotates.,BYD E2 screen also rotates.,['BYD E2'],"['screen rotates', 'rotates', 'screen', 'byd']",0.0,Neutral
768,V0wtNI-rzSg,this looks like a kia interior and theres no way that i will ever support the ccp or any of its companies,this looks like a kia interior and theres no way that i will ever support the ccp or any of its companies,"['kia', 'ccp']","['kia', 'companies', 'support', 'ccp', 'looks like']",-0.296,Negative
769,V0wtNI-rzSg,I still don't like a whole TV stuck in the middle of my dashboard man.,I still don't like a whole TV stuck in the middle of my dashboard man.,[],"['stuck', 'tv', 'middle', 'dashboard', 'don like']",-0.4784,Negative
770,V0wtNI-rzSg,Did that man say In-nov-a-tiv ? 🤔🫢😂,Did that man say In-nov-a-tiv ? 🤔🫢😂,[],"['nov tiv', 'nov', 'tiv', 'man', 'say']",0.4404,Positive
771,V0wtNI-rzSg,China is a shit hole and saying any praise for a direct ripoff of other car companies is atrocious.,China is a shit hole and saying any praise for a direct ripoff of other car companies is atrocious.,['China'],"['hole', 'car companies', 'saying', 'companies', 'shit']",0.0,Neutral
772,V0wtNI-rzSg,🚽🧻🚽🧻🚽🧻🚽🧻🚽🧻😂 from Italy ❤,🚽🧻🚽🧻🚽🧻🚽🧻🚽🧻😂 from Italy ❤,['Italy'],[],0.7964,Positive
773,V0wtNI-rzSg,Fisker Ocean does the same…,Fisker Ocean does the same…,['Fisker Ocean'],"['ocean does', 'fisker ocean', 'ocean', 'fisker', 'does']",0.0,Neutral
774,V0wtNI-rzSg,You’ll do anything for money ah ? 😏,You’ll do anything for money ah ? 😏,[],"['ah', 'll', 'money']",0.0,Neutral
775,V0wtNI-rzSg,Your channel is featuring kitchen appliances now ??? 🤨,Your channel is featuring kitchen appliances now ??? 🤨,[],['channel'],0.0,Neutral
776,V0wtNI-rzSg,"""My daily runabout"" is now the new term for my car.","""My daily runabout"" is now the new term for my car.",[],"['term', 'daily', 'new', 'car']",0.0,Neutral
777,V0wtNI-rzSg,How much of that tech' will be working in three years time ? And what range will the battery have then ?,How much of that tech' will be working in three years time ? And what range will the battery have then ?,[],"['working', 'tech', 'range', 'time', 'battery']",0.0,Neutral
778,V0wtNI-rzSg,And providing money to Red China to invade Taiwan,And providing money to Red China to invade Taiwan,"['Red China', 'Taiwan']","['taiwan', 'red', 'providing', 'money', 'china']",0.0,Neutral
779,V0wtNI-rzSg,After the battery starts dying in 2 years and all your information goes to the CCP,After the battery starts dying in 2 years and all your information goes to the CCP,['CCP'],"['starts', 'information', 'goes', 'ccp', 'battery']",0.0,Neutral
780,V0wtNI-rzSg,Una nota anche per kelly che in attesa del figlio se la chilla sul nuovo yacht che ha comprato Max a Monaco 😂,Una nota anche per kelly che in attesa del figlio se la chilla sul nuovo yacht che ha comprato Max a Monaco 😂,"['Una nota anche per kelly che', 'Max', 'Monaco']","['che', 'la', 'max', 'se']",0.6486,Positive
781,V0wtNI-rzSg,Tablet with wheels,Tablet with wheels,['Tablet'],"['wheels', 'tablet']",0.0,Neutral
782,V0wtNI-rzSg,"It's not as unique as the way you say ""innovative"".....","It's not as unique as the way you say ""innovative"".....",[],"['say innovative', 'unique', 'way', 'say', 'innovative']",0.4404,Positive
783,V0wtNI-rzSg,"'All the silly stuff left behind'. 'Wow! The screen turns round'.
Very silly me thinks.😆",'All the silly stuff left behind'. 'Wow! The screen turns round'. Very silly me thinks.😆,[],"['silly', 'stuff left', 'thinks', 'screen turns', 'wow screen']",0.7955,Positive
784,V0wtNI-rzSg,All I heard was gay gay gay gay gay gay gay gay gay gay gay gay gay gay gay gay,All I heard was gay gay gay gay gay gay gay gay gay gay gay gay gay gay gay gay,[],['heard'],0.0,Neutral
785,V0wtNI-rzSg,I wish they had more of the BYD models on sale in UK. The BYD han is even nicer inside. Uber drivers in Dubai love them too it appears,I wish they had more of the BYD models on sale in UK. The BYD han is even nicer inside. Uber drivers in Dubai love them too it appears,"['BYD', 'Dubai']","['byd models', 'sale', 'byd han', 'drivers', 'han']",0.8689,Positive
786,V0wtNI-rzSg,oh dear Lord <barf>,oh dear Lord <barf>,[],['oh'],0.3818,Positive
787,V0wtNI-rzSg,BYD made tesler silly ass tesler buyers,BYD made tesler silly ass tesler buyers,['BYD'],"['buyers', 'ass', 'silly', 'byd']",-0.5267,Negative
788,V0wtNI-rzSg,Prefer internal combustion tbh,Prefer internal combustion tbh,[],"['internal', 'tbh', 'prefer']",0.0,Neutral
789,V0wtNI-rzSg,"Ah, it's gonna be fun when something goes wrong and the whole car blue screen itself","Ah, it's gonna be fun when something goes wrong and the whole car blue screen itself",[],"['wrong car', 'ah', 'goes', 'fun', 'gonna']",0.0516,Positive
790,V0wtNI-rzSg,Thata nothing new. Fisker Karma had this.,Thata nothing new. Fisker Karma had this.,['Fisker Karma'],"['new', 'fisker']",0.0,Neutral
791,V0wtNI-rzSg,Is it a videogame? Shame of a “car”,Is it a videogame? Shame of a “car”,[],"['shame', 'car']",-0.4767,Negative
792,V0wtNI-rzSg,Backwards E Y backwards C makes great cars,Backwards E Y backwards C makes great cars,[],"['great cars', 'makes', 'great', 'cars']",0.6249,Positive
793,V0wtNI-rzSg,you will see how this brand really perform  & if still reliable after 3years.,you will see how this brand really perform & if still reliable after 3years.,[],"['perform', 'reliable', 'brand', 'really']",0.0,Neutral
794,V0wtNI-rzSg,"thats not innovative, other brands been doing this for years now 😭the real innovation is the price of this thing, amazing cost management","thats not innovative, other brands been doing this for years now 😭the real innovation is the price of this thing, amazing cost management",[],"['management', 'innovation', 'thats', 'cost', 'doing']",0.2249,Positive
795,V0wtNI-rzSg,Too much boredom.,Too much boredom.,[],[],-0.3182,Negative
796,V0wtNI-rzSg,Enjoy or car spying on you,Enjoy or car spying on you,[],"['spying', 'enjoy', 'car']",0.4939,Positive
797,V0wtNI-rzSg,Still a comies pile of crap,Still a comies pile of crap,[],"['pile', 'crap']",-0.3818,Negative
798,V0wtNI-rzSg,nothing chinese here Technology Design Materials and Everything else was exclusively developed by western Engineers and Designers. Never forget it and thank you 👋,nothing chinese here Technology Design Materials and Everything else was exclusively developed by western Engineers and Designers. Never forget it and thank you 👋,"['chinese', 'Engineers']","['materials', 'forget', 'western', 'thank', 'technology']",0.7481,Positive
799,V0wtNI-rzSg,Seems a better value than a you know what..they probably use a better glue too...,Seems a better value than a you know what..they probably use a better glue too...,[],"['better', 'value', 'probably', 'know', 'use']",0.802,Positive
