serial_no,video_id,text,clean_text,entities,keywords,sentiment_score,sentiment
1098,iueGI4CzP-0,New 3 is really nice.,New 3 is really nice.,[],"['new really', 'really nice', 'nice', 'really', 'new']",0.4754,Positive
1099,iueGI4CzP-0,"The hook on the bottom of the doors aren't for extra sound proofing, it's for side intrusion safety in the event of impact.","The hook on the bottom of the doors aren't for extra sound proofing, it's for side intrusion safety in the event of impact.",[],"['event', 'hook', 'impact', 'doors', 'extra']",0.4215,Positive
1100,iueGI4CzP-0,"The outside looks like what the first Model 3 should have looked like. But seriously, the reason for stalks is that the steering wheel turns! How are you supposed to indicate to exit a roundabout when the buttons will be in differing positions depending on the curvature of the roundabout? Disappointing to see such a poor design choice from Tesla.","The outside looks like what the first Model 3 should have looked like. But seriously, the reason for stalks is that the steering wheel turns! How are you supposed to indicate to exit a roundabout when the buttons will be in differing positions depending on the curvature of the roundabout? Disappointing to see such a poor design choice from Tesla.","['Model 3', 'Tesla']","['roundabout', 'outside looks', 'model looked', 'positions', 'design choice']",-0.8516,Negative
1101,iueGI4CzP-0,"thier shit in really cold weather, dont watch the news?","thier shit in really cold weather, dont watch the news?",[],"['news', 'cold weather', 'weather', 'watch', 'cold']",-0.5574,Negative
1102,iueGI4CzP-0,i thought it was illegal to have trunk integrated lights because when the hazards are on dont the lights face upward?,i thought it was illegal to have trunk integrated lights because when the hazards are on dont the lights face upward?,[],"['lights', 'illegal trunk', 'thought illegal', 'upward', 'integrated']",-0.5574,Negative
1103,iueGI4CzP-0,"Ok the park assist is really important. I have a friend with a Chevy and they have park assist, and my 2020 M3 doesn't have it. Irritates the crap out of me, I'm parking like it's the middle ages.","Ok the park assist is really important. I have a friend with a Chevy and they have park assist, and my 2020 M3 doesn't have it. Irritates the crap out of me, I'm parking like it's the middle ages.",['Chevy'],"['park assist', 'assist', 'park', 'ages', 'really important']",0.8249,Positive
1104,iueGI4CzP-0,"People dont talk about the depreciation of these vehicles. I bought one back in may used. 3 years old it was a 2020 with 50k miles. I paid $42k and 6 months later it is worth $18k! It has acceleration boost and FSD but that came free with the vehicle because i bought it used from tesla.

Just know this when buying. Its WORSE when buying new. Be warned.",People dont talk about the depreciation of these vehicles. I bought one back in may used. 3 years old it was a 2020 with 50k miles. I paid $42k and 6 months later it is worth $18k! It has acceleration boost and FSD but that came free with the vehicle because i bought it used from tesla. Just know this when buying. Its WORSE when buying new. Be warned.,['FSD'],"['bought', 'buying', 'used', 'just know', 'used tesla']",-0.3488,Negative
1105,iueGI4CzP-0,Looks meh af,Looks meh af,[],"['meh', 'af', 'looks']",-0.0772,Negative
1106,iueGI4CzP-0,You're a total cuck for Elon bro.. it's kinda sad. Sold all my shares of TSLA. What a joke,You're a total cuck for Elon bro.. it's kinda sad. Sold all my shares of TSLA. What a joke,[],"['shares', 'tsla', 'sad', 'joke', 'total']",0.1513,Positive
1107,iueGI4CzP-0,"Whoa!  Elon should pay you.  I know you had a Plaid.  Did you charge your Plaid in your garage - or in some neighborhood charging station?  Do you recommend going whole hog, i.e. putting solar panels on your roof to go along with a Tesla capacitor in your garage?  Great video.  Thank you.","Whoa! Elon should pay you. I know you had a Plaid. Did you charge your Plaid in your garage - or in some neighborhood charging station? Do you recommend going whole hog, i.e. putting solar panels on your roof to go along with a Tesla capacitor in your garage? Great video. Thank you.",['Tesla'],"['garage', 'plaid', 'solar panels', 'elon pay', 'charging station']",0.8538,Positive
1108,iueGI4CzP-0,Does the 2024 Model Y have the same upgrades?,Does the 2024 Model Y have the same upgrades?,['Model Y'],"['2024 model', 'upgrades', '2024', 'does', 'model']",0.0,Neutral
1109,iueGI4CzP-0,I found this review to be one of most informative videos I’ve seen.  Thanks.,I found this review to be one of most informative videos I’ve seen. Thanks.,[],"['ve seen', 'informative', 'seen', 'videos', 've']",0.4404,Positive
1110,iueGI4CzP-0,"Tesla had to do this move after BYD kicked his ass. Nice move, but when the roadster?","Tesla had to do this move after BYD kicked his ass. Nice move, but when the roadster?","['Tesla', 'BYD']","['roadster', 'ass', 'byd', 'nice', 'tesla']",-0.09,Negative
1111,iueGI4CzP-0,The real question is how much did Elon pay Marques for this review.,The real question is how much did Elon pay Marques for this review.,[],"['real question', 'elon pay', 'did elon', 'question', 'pay']",-0.1027,Negative
1112,iueGI4CzP-0,The handle is ridiculous still,The handle is ridiculous still,[],"['handle', 'ridiculous']",-0.3612,Negative
1113,iueGI4CzP-0,"I absolutely hate how it looks inside, every Tesla brings the same ""minimalist"", is just lazy
But outside it looks amazing
SWIPE for changing gears, I can't","I absolutely hate how it looks inside, every Tesla brings the same ""minimalist"", is just lazy But outside it looks amazing SWIPE for changing gears, I can't","['Tesla', 'SWIPE']","['looks inside', 'outside looks', 'lazy', 'changing gears', 'looks']",0.4503,Positive
1114,iueGI4CzP-0,My dream car need help getting it,My dream car need help getting it,[],"['need help', 'car need', 'dream car', 'dream', 'help']",0.5719,Positive
1115,iueGI4CzP-0,His hair keeps getting higher and higher.,His hair keeps getting higher and higher.,[],"['higher', 'keeps', 'hair', 'getting']",0.0,Neutral
1116,iueGI4CzP-0,Now we just need the Model Y refresh China has had for awhile to come stateside!,Now we just need the Model Y refresh China has had for awhile to come stateside!,"['Model Y', 'China']","['need model', 'just need', 'china', 'model refresh', 'come']",0.0,Neutral
1117,iueGI4CzP-0,they need to add a dash,they need to add a dash,[],"['dash', 'add', 'need']",0.0,Neutral
1118,iueGI4CzP-0,"Tesla cars are getting so boring, I wish you could review BYD cars","Tesla cars are getting so boring, I wish you could review BYD cars",['BYD'],"['cars', 'byd cars', 'review byd', 'tesla cars', 'boring']",-0.0071,Neutral
1119,iueGI4CzP-0,"Good review, does anyone know when the updated Model Y is coming out?","Good review, does anyone know when the updated Model Y is coming out?",['Model Y'],"['does know', 'model coming', 'good review', 'updated model', 'updated']",0.4404,Positive
1120,iueGI4CzP-0,"Sure its a better looking car, but why is Tesla determined to remove the ""car"" features from their vehicles. no gear ""direction"" shift, no stalks for lights or wipers, no gauge cluster, who asked for this?","Sure its a better looking car, but why is Tesla determined to remove the ""car"" features from their vehicles. no gear ""direction"" shift, no stalks for lights or wipers, no gauge cluster, who asked for this?",['Tesla'],"['car features', 'asked', 'car tesla', 'gauge cluster', 'better looking']",-0.4019,Negative
1121,iueGI4CzP-0,You've got plaid as well? How many cars have you got then? 😊,You've got plaid as well? How many cars have you got then? 😊,[],"['got', 've got', 'plaid', 've', 'cars']",0.8156,Positive
1122,iueGI4CzP-0,But did they fix the windshield wipers? Is autopilot bearable?,But did they fix the windshield wipers? Is autopilot bearable?,[],"['windshield wipers', 'did fix', 'fix', 'wipers', 'windshield']",0.0,Neutral
1123,iueGI4CzP-0,You mentioned the little German notch in the door frame but didn’t really explain what that does and how it works!,You mentioned the little German notch in the door frame but didn’t really explain what that does and how it works!,['German'],"['door frame', 'notch door', 'frame', 'explain', 'notch']",0.0,Neutral
1124,iueGI4CzP-0,Imagine the Uber experience in the new Model 3 and the upcoming Model Y,Imagine the Uber experience in the new Model 3 and the upcoming Model Y,"['Model 3', 'Model Y']","['experience new', 'upcoming', 'uber', 'imagine', 'experience']",0.0,Neutral
1125,iueGI4CzP-0,The tail end of the car look like a Walmart version of an LC500,The tail end of the car look like a Walmart version of an LC500,"['Walmart', 'LC500']","['end car', 'car look', 'look like', 'end', 'tail']",0.3612,Positive
1126,iueGI4CzP-0,You know that he is not a car person when he calls the shifter prndl,You know that he is not a car person when he calls the shifter prndl,[],"['know car', 'calls', 'car person', 'shifter', 'prndl']",0.0,Neutral
1127,iueGI4CzP-0,car looks like ur mum HAHAHAHAHAHAHH FATTY!!!!!!!!!!!!,car looks like ur mum HAHAHAHAHAHAHH FATTY!!!!!!!!!!!!,[],"['ur', 'car looks', 'looks like', 'looks', 'like']",0.5673,Positive
1128,iueGI4CzP-0,Well not impress on same boring dashboard...i will wait till more screen added on with short cut botton on the center not one center screen that u need to go back and fort ...well its tesla...,Well not impress on same boring dashboard...i will wait till more screen added on with short cut botton on the center not one center screen that u need to go back and fort ...well its tesla...,['fort'],"['center', 'screen', 'fort', 'impress', 'wait till']",-0.383,Negative
1129,iueGI4CzP-0,"Hello sir, I am very old school, but an old school car guy. I have several Corvettes,several old Dodge muscles cars, a BMW M3, and a few old British sport cars. Now I told you that let you know my request is legit. You sound like a very intelligent young man. Would you please make a short video and explain you thought process on buying an EV over an internal combustion engine. My nephew who is 24 years old bought his first new car , a Chevy Bolt,I did my best to talk him out of it but he would not listen to this old man. To me it is buying inconvenience by having to stop for charging so often on a long trip. I have a Honda pilot, I can drive to my home on the NC coast in 4 hours, drive around there, drive 4 hour back home and still have fuel inthe tank. My nephew could not make the trip to the coast without recharging. I dont see the advantage to an EV, other than its the latest ""cool"" thing to do.","Hello sir, I am very old school, but an old school car guy. I have several Corvettes,several old Dodge muscles cars, a BMW M3, and a few old British sport cars. Now I told you that let you know my request is legit. You sound like a very intelligent young man. Would you please make a short video and explain you thought process on buying an EV over an internal combustion engine. My nephew who is 24 years old bought his first new car , a Chevy Bolt,I did my best to talk him out of it but he would not listen to this old man. To me it is buying inconvenience by having to stop for charging so often on a long trip. I have a Honda pilot, I can drive to my home on the NC coast in 4 hours, drive around there, drive 4 hour back home and still have fuel inthe tank. My nephew could not make the trip to the coast without recharging. I dont see the advantage to an EV, other than its the latest ""cool"" thing to do.","['Corvettes', 'Dodge', 'BMW M3', 'British', 'Chevy', 'Honda']","['old', 'coast', 'old school', 'school', 'trip']",0.9221,Positive
1130,iueGI4CzP-0,Hell yeah made it even easier to wrap,Hell yeah made it even easier to wrap,[],"['wrap', 'easier', 'hell', 'yeah']",-0.1531,Negative
1131,iueGI4CzP-0,Cant wait to see what the performance model looks like,Cant wait to see what the performance model looks like,[],"['wait performance', 'model looks', 'performance model', 'looks like', 'wait']",0.3612,Positive
1132,iueGI4CzP-0,"I won't be buying another tesla until they bring the stalks back, test drove a Highlander and.... Meh....","I won't be buying another tesla until they bring the stalks back, test drove a Highlander and.... Meh....","['Highlander', 'Meh']","['highlander', 'bring stalks', 'meh', 'buying tesla', 'test drove']",-0.0772,Negative
1133,iueGI4CzP-0,How have I been following you for years and just finding out you’re from Jersey 😅 Jersey stand up 💪🏾,How have I been following you for years and just finding out you’re from Jersey 😅 Jersey stand up 💪🏾,['Jersey'],"['jersey', 'finding', 'following', 'stand', 'years']",0.3612,Positive
1134,iueGI4CzP-0,I thought tail lights attached to a moving tail gate required a second set attached to the back (fixed). I remember something like this with the Chevy bolt / volt design.,I thought tail lights attached to a moving tail gate required a second set attached to the back (fixed). I remember something like this with the Chevy bolt / volt design.,['Chevy'],"['attached', 'tail', 'second set', 'volt', 'chevy bolt']",0.3612,Positive
1135,iueGI4CzP-0,"No stalks, blinkers on wheel, no AA and CarPlay. 😂 Such a pathetic car, for modest people...","No stalks, blinkers on wheel, no AA and CarPlay. 😂 Such a pathetic car, for modest people...",['AA and CarPlay'],"['pathetic', 'blinkers wheel', 'carplay', 'blinkers', 'people']",-0.6369,Negative
1136,iueGI4CzP-0,"One thing that kind of bothers me is the language used on your thumbnails, like this car is $50000. It’s out of reach for A LOT of people, so calling it a starter is definitely coming from a privileged point of view. A real starter Ev is like a bolt or a leaf.","One thing that kind of bothers me is the language used on your thumbnails, like this car is $50000. It’s out of reach for A LOT of people, so calling it a starter is definitely coming from a privileged point of view. A real starter Ev is like a bolt or a leaf.",['LOT'],"['starter', 'point view', 'language', 'leaf', 'lot people']",0.8228,Positive
1137,iueGI4CzP-0,they fucked up removing the turn indicator stalk. A turn indicator should never be on the opposite side and upside down. totally stupid move.,they fucked up removing the turn indicator stalk. A turn indicator should never be on the opposite side and upside down. totally stupid move.,[],"['indicator', 'turn', 'indicator stalk', 'opposite', 'upside']",-0.8439,Negative
1138,iueGI4CzP-0,Perfect... except for that one little problem of their CEO,Perfect... except for that one little problem of their CEO,[],"['ceo', 'problem', 'little', 'perfect']",0.3167,Positive
1139,iueGI4CzP-0,You gotta be close to me (fort lee).,You gotta be close to me (fort lee).,['fort lee'],"['fort', 'gotta', 'close']",0.0,Neutral
1140,iueGI4CzP-0,"With no stalks, can you still shift into reverse while you are driving at a low speed?","With no stalks, can you still shift into reverse while you are driving at a low speed?",[],"['low speed', 'shift', 'reverse', 'low', 'speed']",-0.5106,Negative
1141,iueGI4CzP-0,Hold on. How did Tesla get around the US regulation against taillights being on moving bodywork? Other cars with this setup have to have redundant lights under the deck lid / tailgate. I don't see any here.,Hold on. How did Tesla get around the US regulation against taillights being on moving bodywork? Other cars with this setup have to have redundant lights under the deck lid / tailgate. I don't see any here.,[],"['moving bodywork', 'regulation taillights', 'taillights moving', 'redundant', 'tailgate']",0.0,Neutral
1142,iueGI4CzP-0,"Doing reviews of all electric cars isn’t complete without talking about the elephant in the room. While tesla might dominate the North America market, BYD a chinese electric car companies is already dominate the EU markets and the Asian market miles ahead of Tesla.","Doing reviews of all electric cars isn’t complete without talking about the elephant in the room. While tesla might dominate the North America market, BYD a chinese electric car companies is already dominate the EU markets and the Asian market miles ahead of Tesla.","['North America', 'chinese', 'Asian', 'Tesla']","['market', 'electric', 'asian', 'north america', 'chinese electric']",-0.25,Negative
1143,iueGI4CzP-0,"Actually really like the look of all this as a non-Tesla driver, although not saying they're bad but those taillights look like they belong on a Volvo 😅","Actually really like the look of all this as a non-Tesla driver, although not saying they're bad but those taillights look like they belong on a Volvo 😅",['Volvo'],"['look', 'actually really', 'non tesla', 'tesla driver', 'like look']",0.8527,Positive
1144,iueGI4CzP-0,Did you get the DEI on purpose?,Did you get the DEI on purpose?,['DEI'],"['purpose', 'dei', 'did']",0.0,Neutral
1145,iueGI4CzP-0,Did that speaker on the front have a light for blind spot detection?,Did that speaker on the front have a light for blind spot detection?,[],"['spot detection', 'detection', 'speaker', 'blind spot', 'blind']",-0.4019,Negative
1146,iueGI4CzP-0,"""Standard"" would be the rwd single motor. Unless they got rid of rwd single motor? Just trying to clarify from the previous gen. Because one person might go buy a ""standard"" expecting a double motor which is much faster than a single motor","""Standard"" would be the rwd single motor. Unless they got rid of rwd single motor? Just trying to clarify from the previous gen. Because one person might go buy a ""standard"" expecting a double motor which is much faster than a single motor",[],"['motor', 'single motor', 'single', 'rwd', 'standard']",0.0,Neutral
1147,iueGI4CzP-0,Does it have LFP batteries?,Does it have LFP batteries?,[],"['lfp', 'batteries', 'does']",0.0,Neutral
1148,iueGI4CzP-0,"01:35 First of all... You are misleading people. 330mi ""in the cold"". Did you had that jacket while driving? Also....the car looks the same. Less than mediocre. For that price....I can buy incomparably better ice and not have 3 seconds to 60. Who needs that in every day life anyway? I do over 600 in 15 year old car which is way more better looking and has 3 times better quality.
Show what 15 year old Tesla can do.","01:35 First of all... You are misleading people. 330mi ""in the cold"". Did you had that jacket while driving? Also....the car looks the same. Less than mediocre. For that price....I can buy incomparably better ice and not have 3 seconds to 60. Who needs that in every day life anyway? I do over 600 in 15 year old car which is way more better looking and has 3 times better quality. Show what 15 year old Tesla can do.",['Tesla'],"['year old', '15', 'better', 'year', 'old']",0.7686,Positive
1149,iueGI4CzP-0,Did the modelY also get a refresh or its only Model3? The old Model3 and ModelY doesn't look so nice from the front.,Did the modelY also get a refresh or its only Model3? The old Model3 and ModelY doesn't look so nice from the front.,[],"['modely', 'model3', 'look nice', 'doesn look', 'refresh']",0.5598,Positive
1150,iueGI4CzP-0,Immediately noticed on the hood is not completely flush on the one side compared to the other. Still wouldn't buy one. Build quality is still a long way off,Immediately noticed on the hood is not completely flush on the one side compared to the other. Still wouldn't buy one. Build quality is still a long way off,[],"['wouldn buy', 'immediately', 'hood', 'noticed', 'completely']",0.0,Neutral
1151,iueGI4CzP-0,Model 3 would be much more practical if it had a hatch. Where to put all the large stuff that life also brings? A car for the people? No a big design flaw,Model 3 would be much more practical if it had a hatch. Where to put all the large stuff that life also brings? A car for the people? No a big design flaw,['Model 3'],"['car people', 'design flaw', 'flaw', 'brings', 'large']",-0.3736,Negative
1152,iueGI4CzP-0,"M3 is a nice thang, true.  it is NOT the perfect starter EV.  that is the future M2.  does M3 have lifepo batteries?  can it go inferno?  it is A) too expensive  B) combustable  C) a bit too large.  There are already plenty starter EV's in other countries, including the EU.  all we gotta do is *unblock* those cars from entering the US.  the legacy auto groups are blocking.","M3 is a nice thang, true. it is NOT the perfect starter EV. that is the future M2. does M3 have lifepo batteries? can it go inferno? it is A) too expensive B) combustable C) a bit too large. There are already plenty starter EV's in other countries, including the EU. all we gotta do is *unblock* those cars from entering the US. the legacy auto groups are blocking.",[],"['starter ev', 'm3', 'starter', 'legacy auto', 'm2']",0.0931,Positive
1153,iueGI4CzP-0,"I love everything, except for the gear change, I feel like that is SO impractical and although I understand Tesla is the Apple of cars, always trying to be ""different"", always trying to ""innovate"", this is a huge no for me. I'm not even joking when I say that is the single thing that would stop me from blowing money on this car. Aesthetically, beautiful. The refresh, needed. The gear change on the screen being a swipe, hell no. 

8.7/10","I love everything, except for the gear change, I feel like that is SO impractical and although I understand Tesla is the Apple of cars, always trying to be ""different"", always trying to ""innovate"", this is a huge no for me. I'm not even joking when I say that is the single thing that would stop me from blowing money on this car. Aesthetically, beautiful. The refresh, needed. The gear change on the screen being a swipe, hell no. 8.7/10","['Tesla', 'Apple']","['gear change', 'trying', 'gear', 'change', 'blowing']",0.7531,Positive
1154,iueGI4CzP-0,"Yes, but X. Sorry.","Yes, but X. Sorry.",['X. Sorry'],"['sorry', 'yes']",0.1027,Positive
1155,iueGI4CzP-0,wish it had an option to add a dashboard or a hud at least 😕,wish it had an option to add a dashboard or a hud at least 😕,[],"['wish option', 'dashboard', 'hud', 'add', 'option']",0.1027,Positive
1156,iueGI4CzP-0,"I know the international model 3 introduced a few months ago was made in China. Is this US market version also made in China? Also, crazy how this base model 3 is as quick as a Lotus Emira and Porsche 718 Boxster/Cayman GTS","I know the international model 3 introduced a few months ago was made in China. Is this US market version also made in China? Also, crazy how this base model 3 is as quick as a Lotus Emira and Porsche 718 Boxster/Cayman GTS","['China', 'Emira', 'Porsche', 'Boxster/Cayman GTS']","['china', 'lotus', 'introduced', 'months ago', 'base model']",-0.34,Negative
1157,iueGI4CzP-0,Ugly they still didn't solve the battery problems for colder northern states. I need a reliable car that will charge in cold weather and not lose charge. And a battery that doesn't lose mileage after a few years. Battery loses 30 percent range after 6 years of charging.,Ugly they still didn't solve the battery problems for colder northern states. I need a reliable car that will charge in cold weather and not lose charge. And a battery that doesn't lose mileage after a few years. Battery loses 30 percent range after 6 years of charging.,[],"['battery', 'lose', 'charge', 'years', 'charge battery']",-0.6571,Negative
1158,iueGI4CzP-0,"The minimalist steering wheel, dashboard and console doesn't make me think futuristic, but instead, cheap and lacking.","The minimalist steering wheel, dashboard and console doesn't make me think futuristic, but instead, cheap and lacking.",[],"['futuristic', 'minimalist', 'doesn make', 'console', 'dashboard']",0.0,Neutral
1159,iueGI4CzP-0,Inquiry: Where is the emergency back up gear-shift location? ....,Inquiry: Where is the emergency back up gear-shift location? ....,[],"['gear shift', 'location', 'emergency', 'shift', 'gear']",-0.3818,Negative
1160,iueGI4CzP-0,"i don't believe u, cause ussay everything for money ,ur only in for the money, so thumps down","i don't believe u, cause ussay everything for money ,ur only in for the money, so thumps down",[],"['money', 'don believe', 'ur', 'cause', 'believe']",0.0,Neutral
1161,iueGI4CzP-0,You shot this on a Cannon R5? Whatever happened to shooting Autofocus on smartphones 😢,You shot this on a Cannon R5? Whatever happened to shooting Autofocus on smartphones 😢,['Autofocus'],"['cannon r5', 'cannon', 'happened', 'autofocus', 'shooting']",-0.4767,Negative
1162,iueGI4CzP-0,OK I like this refresh a lot!,OK I like this refresh a lot!,[],"['like refresh', 'ok', 'refresh', 'lot', 'like']",0.6932,Positive
1163,iueGI4CzP-0,Looks like Volvo tail lights,Looks like Volvo tail lights,['Volvo'],"['like volvo', 'volvo', 'tail lights', 'tail', 'looks like']",0.3612,Positive
1164,iueGI4CzP-0,"I honestly don't like the front of the new M3, I chose to rush and get a 2023 so I woulnd't be stuck with the new front fascia and headlights.","I honestly don't like the front of the new M3, I chose to rush and get a 2023 so I woulnd't be stuck with the new front fascia and headlights.",[],"['chose', 'new m3', 'new', 'stuck', 'like new']",-0.0284,Neutral
1165,iueGI4CzP-0,Resell price of those ugly model 3’s everyone is driving right now just tanked!,Resell price of those ugly model 3’s everyone is driving right now just tanked!,['Resell'],"['ugly model', 'right just', 'ugly', 'right', 'price']",-0.5562,Negative
1166,iueGI4CzP-0,"One hell of a license plate tag. This specific car, and the modey Y, are PRIME candidates for a HUD for speedometer minimum. It blows my mind they don't do that stock. Would be the first thing I did to this car so long as it has an OBD port.","One hell of a license plate tag. This specific car, and the modey Y, are PRIME candidates for a HUD for speedometer minimum. It blows my mind they don't do that stock. Would be the first thing I did to this car so long as it has an OBD port.","['HUD', 'OBD']","['thing did', 'tag', 'blows', 'car long', 'specific']",-0.6808,Negative
1167,iueGI4CzP-0,"Which phone did you use to shoot this video? 
The delayed shutter adjustment to light doesn't feel like Iphone to me.",Which phone did you use to shoot this video? The delayed shutter adjustment to light doesn't feel like Iphone to me.,['Iphone'],"['use shoot', 'adjustment', 'shoot video', 'like iphone', 'did use']",-0.6608,Negative
1168,iueGI4CzP-0,"beautiful car, but 3:53 yikes","beautiful car, but 3:53 yikes",[],"['yikes', 'beautiful car', '53', 'beautiful', 'car']",0.3506,Positive
1169,iueGI4CzP-0,It looks like shit. Looks like a generic rental car from the 90'.,It looks like shit. Looks like a generic rental car from the 90'.,[],"['looks like', 'like shit', 'rental car', 'looks', 'generic']",0.1027,Positive
1170,iueGI4CzP-0,"Bro said ""starter EV"" as if it isn't 40 grand.","Bro said ""starter EV"" as if it isn't 40 grand.",[],"['grand', '40', 'said', 'bro', 'isn']",-0.357,Negative
1171,iueGI4CzP-0,"Love this channel. 🚘. 
Thank you. This helps as I’m looking into getting a 3",Love this channel. 🚘. Thank you. This helps as I’m looking into getting a 3,[],"['love channel', 'helps', 'channel', 'getting', 'looking']",0.8519,Positive
1172,iueGI4CzP-0,Removing the stalks will cost them a lot of buyers. Buttons for indicators is a nightmare in european traffic with lots of roundabouts,Removing the stalks will cost them a lot of buyers. Buttons for indicators is a nightmare in european traffic with lots of roundabouts,['european'],"['removing stalks', 'nightmare', 'european', 'buyers', 'lots']",0.0,Neutral
1173,iueGI4CzP-0,Model Y also has an uninterrupted glass roof. I'm looking forward to when this refresh hits the Y!,Model Y also has an uninterrupted glass roof. I'm looking forward to when this refresh hits the Y!,[],"['hits', 'model uninterrupted', 'uninterrupted glass', 'glass roof', 'looking forward']",0.0,Neutral
1174,iueGI4CzP-0,still concerned about the blinkers on the steering wheel - especially in tight round-a-bouts - any experience? how long does it take to get used to it?,still concerned about the blinkers on the steering wheel - especially in tight round-a-bouts - any experience? how long does it take to get used to it?,[],"['blinkers steering', 'round', 'concerned', 'tight', 'blinkers']",0.0,Neutral
1175,iueGI4CzP-0,Damn he really slams those doors,Damn he really slams those doors,[],"['doors', 'damn', 'really']",-0.4019,Negative
1176,iueGI4CzP-0,You can see the Vision pro headset lines under Marques’s eyes,You can see the Vision pro headset lines under Marques’s eyes,['Marques'],"['lines', 'vision pro', 'eyes', 'vision', 'pro']",0.25,Positive
1177,iueGI4CzP-0,"I have a Model Y now, and my company car is an Outback, but they are switching to the Model 3s and mine is supposed to be here in March. Nice review.","I have a Model Y now, and my company car is an Outback, but they are switching to the Model 3s and mine is supposed to be here in March. Nice review.",[],"['company car', 'nice review', 'switching', 'march', 'model 3s']",0.5719,Positive
1178,iueGI4CzP-0,"Dude, why on Earth you use Canon R5 when so many better alternatives are available by Nikon, Panasonic and even Sony?  Canon cameras have the worst dynamic range of any of the major camera producers. Nikon cameras have the best followed by Sony.","Dude, why on Earth you use Canon R5 when so many better alternatives are available by Nikon, Panasonic and even Sony? Canon cameras have the worst dynamic range of any of the major camera producers. Nikon cameras have the best followed by Sony.","['Earth', 'Nikon', 'Panasonic', 'Sony']","['canon', 'cameras', 'dynamic range', 'earth', 'dynamic']",0.7076,Positive
1179,iueGI4CzP-0,I wanted a 21 performance but I think I'll wait a little while until these are ready,I wanted a 21 performance but I think I'll wait a little while until these are ready,[],"['think ll', 'll wait', '21', 'ready', 'wanted']",0.5023,Positive
1180,iueGI4CzP-0,Aren't those kinds of tail lights illegal?,Aren't those kinds of tail lights illegal?,[],"['illegal', 'aren', 'tail lights', 'tail', 'lights']",-0.5574,Negative
1181,iueGI4CzP-0,"No HUD???
Interesting. Guess I won't be buying a Tesla anytime soon.",No HUD??? Interesting. Guess I won't be buying a Tesla anytime soon.,"['HUD', 'Tesla']","['buying tesla', 'interesting', 'guess', 'soon', 'hud']",-0.6121,Negative
1182,iueGI4CzP-0,Great rundown. Kept it simple and informative. No hype at all. Loved it ! Thanks for sharing.,Great rundown. Kept it simple and informative. No hype at all. Loved it ! Thanks for sharing.,[],"['thanks sharing', 'sharing', 'kept', 'hype', 'loved']",0.9151,Positive
1183,iueGI4CzP-0,"Just tell us about that 992 my dude!! jk Great vids btw, thank you sir! I love my new '23 m3 rwd with the lfp. I feel like i got lucky. It has had zero problems. knock on wood. No gaps, no range issues, rattles, paint shit etc. I'm cool with it at the price i paid(sub 40k - 7500 taxes coming back this year). Absolutely fantastic review. Blunt but not too short. I hope it performs well and production rolls smoothly.","Just tell us about that 992 my dude!! jk Great vids btw, thank you sir! I love my new '23 m3 rwd with the lfp. I feel like i got lucky. It has had zero problems. knock on wood. No gaps, no range issues, rattles, paint shit etc. I'm cool with it at the price i paid(sub 40k - 7500 taxes coming back this year). Absolutely fantastic review. Blunt but not too short. I hope it performs well and production rolls smoothly.",[],"['rolls', 'rwd lfp', 'rattles', '992', 'knock']",0.9448,Positive
1184,iueGI4CzP-0,"Looks really good, but no stalks feels like a deal breaker to me. Spin the wheel 180 degrees and it's all weird to use the blinkers. I'm sticking to my 2021 Model Y for another bunch of years I think. I do agree your thoughts on the M Y suspension though.","Looks really good, but no stalks feels like a deal breaker to me. Spin the wheel 180 degrees and it's all weird to use the blinkers. I'm sticking to my 2021 Model Y for another bunch of years I think. I do agree your thoughts on the M Y suspension though.",[],"['180', 'use blinkers', '2021 model', 'sticking', 'bunch']",0.5189,Positive
1185,iueGI4CzP-0,When you closed the door it sure didn’t sound solid,When you closed the door it sure didn’t sound solid,[],"['closed', 'solid', 'sound', 'door', 'didn']",0.4404,Positive
1186,iueGI4CzP-0,I guess people forgotten what happened to Tesla in Chicago .,I guess people forgotten what happened to Tesla in Chicago .,"['Tesla', 'Chicago']","['chicago', 'forgotten', 'happened', 'guess', 'people']",-0.2263,Negative
1187,iueGI4CzP-0,OMG NEW HEADLIGHTS AND TAILLIGHTS SO REVOLUTIONARY.,OMG NEW HEADLIGHTS AND TAILLIGHTS SO REVOLUTIONARY.,[],"['new headlights', 'omg', 'taillights', 'headlights', 'new']",0.0,Neutral
1188,iueGI4CzP-0,I love the looks of the older version. It's more unique,I love the looks of the older version. It's more unique,[],"['older version', 'unique', 'older', 'version', 'love']",0.6369,Positive
1189,iueGI4CzP-0,Would be awesome to review the Taycan,Would be awesome to review the Taycan,['Taycan'],"['awesome review', 'awesome', 'review']",0.6249,Positive
1190,iueGI4CzP-0,I thought it was required to keep the taillights/hazard lights/4ways on the body of the car and not on the trunk lid / lift gate?,I thought it was required to keep the taillights/hazard lights/4ways on the body of the car and not on the trunk lid / lift gate?,[],"['body car', 'car trunk', 'hazard lights', 'required', 'lift gate']",0.0,Neutral
1191,iueGI4CzP-0,Don't Model Ys have an uninterrupted glass roof? I thought only M3 had the cross bar.,Don't Model Ys have an uninterrupted glass roof? I thought only M3 had the cross bar.,['Model Ys'],"['ys', 'model ys', 'cross', 'bar', 'uninterrupted glass']",0.0,Neutral
